networkSize,trainingMae,pointwiseMae,pointwiseCorr,short100Corr,short500Corr,normalizedQuantileMae,stdRatio,logPsdCorr,autocorrelationMae,elapsedSeconds
1000,0.0276993263175309,0.88082109398407,0.0460498669398413,0.886932269424923,0.162016349158895,0.0979550223492918,0.983472415836877,0.972835193979113,0.0569533192654022,21.9097034
1500,0.0134919677220901,0.91913883447629,-0.0137130087701216,0.201053103767334,0.28504244219715,0.0853596769813286,0.981294261446158,0.96774299268577,0.0302465746111712,55.5186993
